iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
"1","Sendinblue","Download a file","GET","https://api.brevo.com/v3/crm/files/veniam elit in","Unauthorized","401","186","72",,,,"0","0","0","0"
"1","Sendinblue","Delete a file","DELETE","https://api.brevo.com/v3/crm/files/veniam elit in","Unauthorized","401","161","72",,,,"0","0","0","0"
"1","Sendinblue","Get file details","GET","https://api.brevo.com/v3/crm/files/veniam elit in/data","Unauthorized","401","165","72",,,,"0","0","0","0"
"1","Sendinblue","Get an email campaign report","GET","https://api.brevo.com/v3/emailCampaigns/13396752","Unauthorized","401","195","72",,,,"0","0","0","0"
"1","Sendinblue","Update an email campaign","PUT","https://api.brevo.com/v3/emailCampaigns/13396752","Unauthorized","401","178","72",,,,"0","0","0","0"
"1","Sendinblue","Delete an email campaign","DELETE","https://api.brevo.com/v3/emailCampaigns/13396752","Unauthorized","401","173","72",,,,"0","0","0","0"
"1","Sendinblue","Send an email campaign immediately, based on campaignId","POST","https://api.brevo.com/v3/emailCampaigns/13396752/sendNow","Unauthorized","401","179","72",,,,"0","0","0","0"
"1","Sendinblue","Send an email campaign to your test list","POST","https://api.brevo.com/v3/emailCampaigns/13396752/sendTest","Unauthorized","401","182","72",,,,"0","0","0","0"
"1","Sendinblue","Update an email campaign status","PUT","https://api.brevo.com/v3/emailCampaigns/13396752/status","Unauthorized","401","179","72",,,,"0","0","0","0"
"1","Sendinblue","Send the report of a campaign","POST","https://api.brevo.com/v3/emailCampaigns/13396752/sendReport","Unauthorized","401","214","72",,,,"0","0","0","0"
"1","Sendinblue","Get an A/B test email campaign results","GET","https://api.brevo.com/v3/emailCampaigns/13396752/abTestCampaignResult","Unauthorized","401","203","72",,,,"0","0","0","0"
"1","Sendinblue","Get a shared template url","GET","https://api.brevo.com/v3/emailCampaigns/13396752/sharedUrl","Unauthorized","401","171","72",,,,"0","0","0","0"
"1","Sendinblue","Export the recipients of an email campaign","POST","https://api.brevo.com/v3/emailCampaigns/13396752/exportRecipients","Unauthorized","401","191","72",,,,"0","0","0","0"
"1","Sendinblue","Return all your created email campaigns","GET","https://api.brevo.com/v3/emailCampaigns?type=classic&status=archive&startDate=veniam elit in&endDate=veniam elit in&limit=50&offset=0&sort=desc","Unauthorized","401","539","72",,,,"0","0","0","0"
"1","Sendinblue","Create an email campaign","POST","https://api.brevo.com/v3/emailCampaigns","Unauthorized","401","178","72",,,,"0","0","0","0"
"1","Sendinblue","Upload an image to your account's image gallery","POST","https://api.brevo.com/v3/emailCampaigns/images","Unauthorized","401","173","72",,,,"0","0","0","0"
"1","Sendinblue","Returns the information for all your created SMS campaigns","GET","https://api.brevo.com/v3/smsCampaigns?status=archive&startDate=veniam elit in&endDate=veniam elit in&limit=500&offset=0&sort=desc","Unauthorized","401","164","72",,,,"0","0","0","0"
"1","Sendinblue","Creates an SMS campaign","POST","https://api.brevo.com/v3/smsCampaigns","Unauthorized","401","180","72",,,,"0","0","0","0"
"1","Sendinblue","Get an SMS campaign","GET","https://api.brevo.com/v3/smsCampaigns/13396752","Unauthorized","401","197","72",,,,"0","0","0","0"
"1","Sendinblue","Update an SMS campaign","PUT","https://api.brevo.com/v3/smsCampaigns/13396752","Unauthorized","401","189","72",,,,"0","0","0","0"
"1","Sendinblue","Delete an SMS campaign","DELETE","https://api.brevo.com/v3/smsCampaigns/13396752","Unauthorized","401","177","72",,,,"0","0","0","0"
"1","Sendinblue","Send your SMS campaign immediately","POST","https://api.brevo.com/v3/smsCampaigns/13396752/sendNow","Unauthorized","401","192","72",,,,"0","0","0","0"
"1","Sendinblue","Update a campaign's status","PUT","https://api.brevo.com/v3/smsCampaigns/13396752/status","Unauthorized","401","166","72",,,,"0","0","0","0"
"1","Sendinblue","Send a test SMS campaign","POST","https://api.brevo.com/v3/smsCampaigns/13396752/sendTest","Unauthorized","401","220","72",,,,"0","0","0","0"
"1","Sendinblue","Export an SMS campaign's recipients","POST","https://api.brevo.com/v3/smsCampaigns/13396752/exportRecipients","Unauthorized","401","172","72",,,,"0","0","0","0"
"1","Sendinblue","Send an SMS campaign's report","POST","https://api.brevo.com/v3/smsCampaigns/13396752/sendReport","Unauthorized","401","181","72",,,,"0","0","0","0"
"1","Sendinblue","Send a message as an agent","POST","https://api.brevo.com/v3/conversations/messages","Unauthorized","401","162","72",,,,"0","0","0","0"
"1","Sendinblue","Get a message","GET","https://api.brevo.com/v3/conversations/messages/veniam elit in","Unauthorized","401","175","72",,,,"0","0","0","0"
"1","Sendinblue","Update a message sent by an agent","PUT","https://api.brevo.com/v3/conversations/messages/veniam elit in","Unauthorized","401","186","72",,,,"0","0","0","0"
"1","Sendinblue","Delete a message sent by an agent","DELETE","https://api.brevo.com/v3/conversations/messages/veniam elit in","Unauthorized","401","180","72",,,,"0","0","0","0"
"1","Sendinblue","Sets agent’s status to online for 2-3 minutes","POST","https://api.brevo.com/v3/conversations/agentOnlinePing","Unauthorized","401","192","72",,,,"0","0","0","0"
"1","Sendinblue","Send an automated message to a visitor","POST","https://api.brevo.com/v3/conversations/pushedMessages","Unauthorized","401","169","72",,,,"0","0","0","0"
"1","Sendinblue","Get an automated message","GET","https://api.brevo.com/v3/conversations/pushedMessages/veniam elit in","Unauthorized","401","217","72",,,,"0","0","0","0"
"1","Sendinblue","Update an automated message","PUT","https://api.brevo.com/v3/conversations/pushedMessages/veniam elit in","Unauthorized","401","172","72",,,,"0","0","0","0"
"1","Sendinblue","Delete an automated message","DELETE","https://api.brevo.com/v3/conversations/pushedMessages/veniam elit in","Unauthorized","401","179","72",,,,"0","0","0","0"
"1","Sendinblue","Get all the contacts","GET","https://api.brevo.com/v3/contacts","Unauthorized","401","177","72",,"Response contains an array of contacts, Verify format of email addresses, Verify presence of specific attributes for the first contact, Response status code is 200",,"4","0","4","0"
"1","Sendinblue","Create a contact","POST","https://api.brevo.com/v3/contacts","Unauthorized","401","175","72","Stored contact_id matches the response id","Response status code is 201, Response has the required field - id, Id is a non-negative integer,  id datatype is a number",,"5","1","4","0"
"1","Sendinblue","Create Contact via DOI (Double-Opt-In) Flow","POST","https://api.brevo.com/v3/contacts/doubleOptinConfirmation","Unauthorized","401","177","72",,,,"0","0","0","0"
"1","Sendinblue","Update multiple contacts","POST","https://api.brevo.com/v3/contacts/batch","Unauthorized","401","198","72",,,,"0","0","0","0"
"1","Sendinblue","Export contacts","POST","https://api.brevo.com/v3/contacts/export","Unauthorized","401","194","72",,,,"0","0","0","0"
"1","Sendinblue","Import contacts","POST","https://api.brevo.com/v3/contacts/import","Unauthorized","401","202","72",,,,"0","0","0","0"
"1","Sendinblue","Get a contact's details","GET","https://api.brevo.com/v3/contacts/null","Unauthorized","401","167","72","Response content type is application/json","Response status code is 200, Verify format of email address, Verify presence of specific keys, Verify type of ID, Verify format of createdAt and modifiedAt fields, Verify attributes and listIds are empty arrays, Verify statistics object is empty, Verify error message is correct, Status code is 400",,"10","1","9","0"
"1","Sendinblue","Delete a contact","DELETE","https://api.brevo.com/v3/contacts/null","Unauthorized","401","175","72",,"Status code is 204, Descriptive error message, Empty response body",,"3","0","3","0"
"1","Sendinblue","Update a contact","PUT","https://api.brevo.com/v3/contacts/null","Unauthorized","401","200","72",,,,"0","0","0","0"
"1","Sendinblue","Get email campaigns' statistics for a contact","GET","https://api.brevo.com/v3/contacts/null/campaignStats","Unauthorized","401","203","72",,,,"0","0","0","0"
"1","Sendinblue","Get all folders","GET","https://api.brevo.com/v3/contacts/folders","Unauthorized","401","168","72",,"Response status code is 200, Folders array is present and has the expected number of elements, Each folder should have the correct structure",,"3","0","3","0"
"1","Sendinblue","Returns a folder's details","GET","https://api.brevo.com/v3/contacts/folders/","Unauthorized","401","181","72",,"Name is correct, Response status code is 200, Response has the required fields, Id is a non-negative integer, Name is a non-empty string",,"5","0","5","0"
"1","Sendinblue","Update a folder","PUT","https://api.brevo.com/v3/contacts/folders/","Unauthorized","401","182","72",,"Response status code is 204, Response body is null, Error message is descriptive when the namekey in the request body is empty",,"3","0","3","0"
"1","Sendinblue","Delete a folder (and all its lists)","DELETE","https://api.brevo.com/v3/contacts/folders/","Unauthorized","401","183","72",,"Status code is 204, Body matches string, Body matches string, Status code name has string, Response code  KEY is correct, response code is 400 when the id is incorrect, response code name is NOT FOUND when the id is incorrect",,"7","0","7","0"
"1","Sendinblue","Get lists in a folder","GET","https://api.brevo.com/v3/contacts/folders//lists","Unauthorized","401","176","72",,"Status code is 200, Status code name has string, Body matches string, Error message is descriptive, Response code  KEY is correct, response code is 400 when the id is incorrect, response code name is NOT FOUND when the id is incorrect",,"7","0","7","0"
"1","Sendinblue","Get all the lists","GET","https://api.brevo.com/v3/contacts/lists","Unauthorized","401","181","72",,"Response should contain an array of lists, Each list should have the correct structure, The count property should match the number of lists, Status code is 200, Status code name has string",,"5","0","5","0"
"1","Sendinblue","Create a list","POST","https://api.brevo.com/v3/contacts/lists","Unauthorized","401","177","72","Check if folderId is empty, Check if name is empty","Status code is 201, Status code name has string",,"4","2","2","0"
"1","Sendinblue","Get contacts in a list","GET","https://api.brevo.com/v3/contacts/lists/null/contacts","Unauthorized","401","168","72",,"Verify empty contacts array and count",,"1","0","1","0"
"1","Sendinblue","Add existing contacts to a list","POST","https://api.brevo.com/v3/contacts/lists/null/contacts/add","Unauthorized","401","204","72",,,,"0","0","0","0"
"1","Sendinblue","Delete a contact from a list","POST","https://api.brevo.com/v3/contacts/lists/11/contacts/remove","Unauthorized","401","180","72",,,,"0","0","0","0"
"1","Sendinblue","Get a list's details","GET","https://api.brevo.com/v3/contacts/lists/null","Unauthorized","401","174","72","Filter response for folderId and name, return id","Verify response structure and values, Verify date formats, Status code is 200",,"4","1","3","0"
"1","Sendinblue","Update a list","PUT","https://api.brevo.com/v3/contacts/lists/null","Unauthorized","401","181","72",,,,"0","0","0","0"
"1","Sendinblue","Delete a list","DELETE","https://api.brevo.com/v3/contacts/lists/:listId","Unauthorized","401","170","72",,"Status code is 204, Body matches string, Body matches string, Status code name has string, response code is 400 when the id is incorrect, response code name is NOT FOUND when the id is incorrect",,"6","0","6","0"
"1","Sendinblue","List all attributes","GET","https://api.brevo.com/v3/contacts/attributes","Unauthorized","401","170","72",,"Verify response structure, Verify specific attributes",,"2","0","2","0"
"1","Sendinblue","Update contact attribute","PUT","https://api.brevo.com/v3/contacts/attributes/normal/SMS","Unauthorized","401","175","72",,,,"0","0","0","0"
"1","Sendinblue","Create contact attribute","POST","https://api.brevo.com/v3/contacts/attributes/global/WATER","Unauthorized","401","185","72",,,,"0","0","0","0"
"1","Sendinblue","Delete an attribute","DELETE","https://api.brevo.com/v3/contacts/attributes/normal/LASTNAME","Unauthorized","401","178","72",,,,"0","0","0","0"
"1","Sendinblue","Send a transactional email","POST","https://api.brevo.com/v3/smtp/email","Unauthorized","401","188","50",,,,"0","0","0","0"
"1","Sendinblue","Get the list of transactional emails on the basis of allowed filters","GET","https://api.brevo.com/v3/smtp/emails?email=veniam elit in&templateId=13396752&messageId=veniam elit in&startDate=veniam elit in&endDate=veniam elit in&sort=desc&limit=500&offset=0","Unauthorized","401","171","72",,,,"0","0","0","0"
"1","Sendinblue","Delete scheduled emails by batchId or messageId","DELETE","https://api.brevo.com/v3/smtp/email/4320f270-a4e3-4a2e-b591-edfe30a5e627","Unauthorized","401","175","72",,,,"0","0","0","0"
"1","Sendinblue","Get the personalized content of a sent transactional email","GET","https://api.brevo.com/v3/smtp/emails/veniam elit in","Unauthorized","401","198","72",,,,"0","0","0","0"
"1","Sendinblue","Fetch scheduled emails by batchId or messageId","GET","https://api.brevo.com/v3/smtp/emailStatus/4320f270-a4e3-4a2e-b591-edfe30a5e627?startDate=2022-02-02&endDate=2022-03-02&sort=desc&status=queued&limit=100&offset=0","Unauthorized","401","183","72",,,,"0","0","0","0"
"1","Sendinblue","Get the list of email templates","GET","https://api.brevo.com/v3/smtp/templates","Unauthorized","401","176","72",,"Status code is 200, Status code name has string, Status code name has string, Status code name has string",,"4","0","4","0"
"1","Sendinblue","Create an email template","POST","https://api.brevo.com/v3/smtp/templates","Unauthorized","401","180","72",,,,"0","0","0","0"
"1","Sendinblue","Returns the template information","GET","https://api.brevo.com/v3/smtp/templates/13396752","Unauthorized","401","167","72",,,,"0","0","0","0"
"1","Sendinblue","Update an email template","PUT","https://api.brevo.com/v3/smtp/templates/13396752","Unauthorized","401","192","72",,,,"0","0","0","0"
"1","Sendinblue","Delete an inactive email template","DELETE","https://api.brevo.com/v3/smtp/templates/13396752","Unauthorized","401","176","72",,,,"0","0","0","0"
"1","Sendinblue","Send a template to your test list","POST","https://api.brevo.com/v3/smtp/templates/13396752/sendTest","Unauthorized","401","187","72",,,,"0","0","0","0"
"1","Sendinblue","Get your transactional email activity aggregated over a period of time","GET","https://api.brevo.com/v3/smtp/statistics/aggregatedReport","Unauthorized","401","171","72",,"Response should have a 'range' property, Response should have a 'requests' property, The 'range' property should be '2024-02-09|2024-05-09', The 'requests' property should be 0, Status code is 200, Status code name has string",,"6","0","6","0"
"1","Sendinblue","Get your transactional email activity aggregated per day","GET","https://api.brevo.com/v3/smtp/statistics/reports","Unauthorized","401","204","72",,"The 'requests' property should be 0, Status code name has string, Status code is 200",,"3","0","3","0"
"1","Sendinblue","Get all your transactional email activity (unaggregated events)","GET","https://api.sendinblue.com/v3/smtp/statistics/events","Unauthorized","401","545","72",,"The 'reponse body empty, Status code name has string, Status code is 200",,"3","0","3","0"
"1","Sendinblue","Get the list of blocked or unsubscribed transactional contacts","GET","https://api.brevo.com/v3/smtp/blockedContacts","Unauthorized","401","163","72",,"The contact response should be empty if no bocked contact, Status code name has string, Status code is 200, The 'requests' property should be 0",,"4","0","4","0"
"1","Sendinblue","Unblock or resubscribe a transactional contact","DELETE","https://api.brevo.com/v3/smtp/blockedContacts/topehnics@gmail.com","Unauthorized","401","166","72",,"Error message should be descriptive for a wrong email, Status code name has string, Status code is 404, Error mcode should be descriptive for a wrong email",,"4","0","4","0"
"1","Sendinblue","Get the list of blocked domains","GET","https://api.brevo.com/v3/smtp/blockedDomains","Unauthorized","401","172","72",,"The contact response should be empty if no bocked contact, Status code name has string, Status code is 200",,"3","0","3","0"
"1","Sendinblue","Add a new domain to the list of blocked domains","POST","https://api.brevo.com/v3/smtp/blockedDomains","Unauthorized","401","172","72",,"The contact response should be empty if no bocked contact, The contact response should be empty if no bocked contact, The contact response should be empty if no bocked contact",,"3","0","3","0"
"1","Sendinblue","Unblock an existing domain from the list of blocked domains","DELETE","https://api.brevo.com/v3/smtp/blockedDomains/saige.org","Unauthorized","401","156","72",,"The contact response should be empty for a succesfully unblocked contact, Descriptive error message from unblocking a domain that is not blocked, Descriptive error code from unblocking a domain that is not blocked, Status code is 204, Status code name has string",,"5","0","5","0"
"1","Sendinblue","Delete hardbounces","POST","https://api.brevo.com/v3/smtp/deleteHardbounces","Unauthorized","401","179","72",,"Descriptive error message from unblocking a domain that is not blocked, Descriptive error code from unblocking a domain that is not blocked, Status code is 404, Status code name has string",,"4","0","4","0"
"1","Sendinblue","Delete an SMTP transactional log","DELETE","https://api.brevo.com/v3/smtp/log/veniam elit in","Unauthorized","401","182","72",,"Descriptive error message from unblocking a domain that is not blocked, Descriptive error code from unblocking a domain that is not blocked, Status code is 400, Status code name has string",,"4","0","4","0"
"1","Sendinblue","Get the list of all the events for the received emails.","GET","https://api.brevo.com/v3/inbound/events","Unauthorized","401","167","72",,"Response body has property events, Events is an array, Status code name has string, Status code is 200, Event is empty",,"5","0","5","0"
"1","Sendinblue","Fetch all events history for one particular received email.","GET","https://api.brevo.com/v3/inbound/events/veniam elit in","Unauthorized","401","184","72",,,,"0","0","0","0"
"1","Sendinblue","Retrieve inbound attachment with download token.","GET","https://api.brevo.com/v3/inbound/attachments/veniam elit in","Unauthorized","401","173","72",,,,"0","0","0","0"
"1","Sendinblue","Send SMS message to a mobile number","POST","https://api.brevo.com/v3/transactionalSMS/sms","Unauthorized","401","193","72",,,,"0","0","0","0"
"1","Sendinblue","Get your SMS activity aggregated over a period of time","GET","https://api.brevo.com/v3/transactionalSMS/statistics/aggregatedReport","Unauthorized","401","173","72",,"The contact response should be empty if no bocked contact",,"1","0","1","0"
"1","Sendinblue","Get your SMS activity aggregated per day","GET","https://api.brevo.com/v3/transactionalSMS/statistics/reports","Unauthorized","401","196","72",,"The SMS activity response body should be empty if no sms activity, Status code is 200, Status code name has string",,"3","0","3","0"
"1","Sendinblue","Get all your SMS activity (unaggregated events)","GET","https://api.brevo.com/v3/transactionalSMS/statistics/events","Unauthorized","401","180","72",,"The SMS activity response body should be empty if no sms activity, Status code is 200, Status code name has string",,"3","0","3","0"
"1","Sendinblue","Get all webhooks","GET","https://api.brevo.com/v3/webhooks","Unauthorized","401","222","72",,"Response should have a 'webhooks' property, The 'webhooks' property should be an array, The first webhook should have a 'url' property, The first webhook should have a 'events' property, The first webhook should have a 'createdAt' property, The first webhook should have a 'createdAt' property",,"6","0","6","0"
"1","Sendinblue","Create a webhook","POST","https://api.brevo.com/v3/webhooks","Unauthorized","401","166","72",,,,"0","0","0","0"
"1","Sendinblue","Get a webhook details","GET","https://api.brevo.com/v3/webhooks/ 1041087","Unauthorized","401","170","72",,,,"0","0","0","0"
"1","Sendinblue","Update a webhook","PUT","https://api.brevo.com/v3/webhooks/13396752","Unauthorized","401","188","72",,,,"0","0","0","0"
"1","Sendinblue","Delete a webhook","DELETE","https://api.brevo.com/v3/webhooks/13396752","Unauthorized","401","173","72",,,,"0","0","0","0"
"1","Sendinblue","Add Email and/or SMS credits to a specific child account","POST","https://api.brevo.com/v3/reseller/children/veniam elit in/credits/add","Unauthorized","401","187","72",,,,"0","0","0","0"
"1","Sendinblue","Remove Email and/or SMS credits from a specific child account","POST","https://api.brevo.com/v3/reseller/children/veniam elit in/credits/remove","Unauthorized","401","166","72",,,,"0","0","0","0"
"1","Sendinblue","Associate a dedicated IP to the child","POST","https://api.brevo.com/v3/reseller/children/veniam elit in/ips/associate","Unauthorized","401","171","72",,,,"0","0","0","0"
"1","Sendinblue","Dissociate a dedicated IP to the child","POST","https://api.brevo.com/v3/reseller/children/veniam elit in/ips/dissociate","Unauthorized","401","166","72",,,,"0","0","0","0"
"1","Sendinblue","Get all sender domains for a specific child account","GET","https://api.brevo.com/v3/reseller/children/veniam elit in/domains","Unauthorized","401","169","72",,,,"0","0","0","0"
"1","Sendinblue","Create a domain for a child account","POST","https://api.brevo.com/v3/reseller/children/veniam elit in/domains","Unauthorized","401","172","72",,,,"0","0","0","0"
"1","Sendinblue","Update the sender domain of reseller's child based on the childIdentifier and domainName passed","PUT","https://api.brevo.com/v3/reseller/children/veniam elit in/domains/veniam elit in","Unauthorized","401","178","72",,,,"0","0","0","0"
"1","Sendinblue","Delete the sender domain of the reseller child based on the childIdentifier and domainName passed","DELETE","https://api.brevo.com/v3/reseller/children/veniam elit in/domains/veniam elit in","Unauthorized","401","167","72",,,,"0","0","0","0"
"1","Sendinblue","Get a child account's details","GET","https://api.brevo.com/v3/reseller/children/veniam elit in","Unauthorized","401","169","72",,,,"0","0","0","0"
"1","Sendinblue","Update info of reseller's child based on the child identifier supplied","PUT","https://api.brevo.com/v3/reseller/children/veniam elit in","Unauthorized","401","169","72",,,,"0","0","0","0"
"1","Sendinblue","Delete a single reseller child based on the child identifier supplied","DELETE","https://api.brevo.com/v3/reseller/children/veniam elit in","Unauthorized","401","167","72",,,,"0","0","0","0"
"1","Sendinblue","Update info of reseller's child account status based on the identifier supplied","PUT","https://api.brevo.com/v3/reseller/children/veniam elit in/accountStatus","Unauthorized","401","177","72",,,,"0","0","0","0"
"1","Sendinblue","Get the status of a reseller's child account creation, whether it is successfully created (exists) or not based on the childIdentifier supplied","GET","https://api.brevo.com/v3/reseller/children/veniam elit in/accountCreationStatus","Unauthorized","401","210","72",,,,"0","0","0","0"
"1","Sendinblue","Get session token to access Sendinblue (SSO)","GET","https://api.brevo.com/v3/reseller/children/veniam elit in/auth","Unauthorized","401","167","72",,,,"0","0","0","0"
"1","Sendinblue","Get the list of all children accounts","GET","https://api.brevo.com/v3/reseller/children?limit=10&offset=0","Unauthorized","401","188","72",,,,"0","0","0","0"
"1","Sendinblue","Creates a reseller child","POST","https://api.brevo.com/v3/reseller/children","Unauthorized","401","180","72",,,,"0","0","0","0"
"1","Sendinblue","Return all the processes for your account","GET","https://api.brevo.com/v3/processes?limit=10&offset=0&sort=desc","Unauthorized","401","182","72",,,,"0","0","0","0"
"1","Sendinblue","Return the informations for a process","GET","https://api.brevo.com/v3/processes/13396752","Unauthorized","401","178","72",,,,"0","0","0","0"
"1","Sendinblue","Get the details of requested master account","GET","https://api.brevo.com/v3/corporate/masterAccount","Unauthorized","401","168","72",,,,"0","0","0","0"
"1","Sendinblue","Get the list of all the sub-accounts of the master account.","GET","https://api.brevo.com/v3/corporate/subAccount?offset=-41398727&limit=-41398727","Unauthorized","401","173","72",,,,"0","0","0","0"
"1","Sendinblue","Create a new sub-account under a master account.","POST","https://api.brevo.com/v3/corporate/subAccount","Unauthorized","401","167","72",,,,"0","0","0","0"
"1","Sendinblue","Generate SSO token to access Sendinblue","POST","https://api.brevo.com/v3/corporate/subAccount/ssoToken","Unauthorized","401","179","72",,,,"0","0","0","0"
"1","Sendinblue","Get sub-account details","GET","https://api.brevo.com/v3/corporate/subAccount/13396752","Unauthorized","401","175","72",,,,"0","0","0","0"
"1","Sendinblue","Delete a sub-account","DELETE","https://api.brevo.com/v3/corporate/subAccount/13396752","Unauthorized","401","176","72",,,,"0","0","0","0"
"1","Sendinblue","Update sub-account plan","PUT","https://api.brevo.com/v3/corporate/subAccount/13396752/plan","Unauthorized","401","191","72",,,,"0","0","0","0"
